WazaId	ChargeFrame	AttackLoopFrame	SpawnOrigin	SpawnLocator	SpawnOffsetX	SpawnOffsetY	SpawnOffsetZ	ShotDirection	CorrectTargetType	ImpactMotionSpeed	PlayWazaMoveType	WazaRangeMin	WazaRangeMax	HeightTolerance	EffectiveRange	MinShootNum	MaxShootNum	HitPer	WazaRecastTime	EffectTime	EffectValue	AddMegaPowerValue	PlayedMotionSpeed	OverwriteBulletId1	ReplaceBulletId1	OverwriteBulletId2	ReplaceBulletId2	OverwriteBulletId3	ReplaceBulletId3	OverwriteBulletId4	ReplaceBulletId4	OverwriteBulletId5	ReplaceBulletId5	BulletCorrectScale
2411	30	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	1	1	50	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2814	0	30	0	eff_front01	0	0	0	0	0	1	1	0.5	2	2	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2089	30	240	0	origin	0	0	0	0	0	1	1	0.5	2	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2200	30	30	0	origin	0	1.5	3	0	0	2	1	0.5	2	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2328	0	30	1	origin	0	0	0	0	0	1	1	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.5
2416	30	15	2	origin	0	0	0	0	0	1	1	0.5	5	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3076	30	15	0	origin	0	0	0	0	0	1	1	0.5	5	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2444	90	30	0	origin	0	0	0	0	0	1	1	0.5	3	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3022	0	0	0	origin	0	0	0	0	0	1	1	0.5	3	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2059	120	110	0	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2196	60	30	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3069	90	30	0	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2261	60	30	0	eff_rangeattack02	0	0	0	0	0	1	1	0	99	0	4	1	1	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2556	90	90	1	origin	0	20	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2315	150	10	0	eff_rangeattack02	0	0	0	0	0	1	1	0.5	99	0	99	1	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2430	30	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	1	1	25	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	1.5
2463	30	30	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4024	0	0	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.5
2523	60	30	4	origin	0	0	0	0	0	1	1	0.5	2	2	99	1	1	100	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2044	240	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	12	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4022	0	0	4	origin	0	0	0	0	0	1	1	0	10	0	1	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4035	60	30	0	eff_rangeattack02	0	0	0.4	0	0	1	1	2	99	0	1	1	1	100	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	2
2248	0	30	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
4003	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
4026	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5
4025	0	0	5	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.5
2464	120	0	0	origin	0	0	0	0	0	1	1	0.5	2	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2555	45	30	0	eff_face01	0	0	0.3	2	0	1	1	0.5	3	2	99	1	1	100	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	6
4027	0	0	0	eff_face01	0	0	0.3	2	0	1	1	0.5	3	2	99	1	1	100	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	5
2693	30	0	0	eff_center01	0	0.25	0	0	0	1	1	0.5	2	2	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
4028	0	0	0	eff_center01	0	0.25	0	0	0	1	1	0.5	2	2	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
2094	500	30	4	origin	0	0	0	0	0	1	3	0	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4021	30	380	4	origin	0	0	0	0	0	1	0	0	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4020	30	380	1	origin	0	0	0	0	0	1	3	0	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2100	10	0	1	origin	0	0	0	0	0	1	1	0	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10
4031	60	30	0	eff_rangeattack02	0	0	0.4	0	0	1	1	2	99	0	1	1	1	100	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4032	60	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	8	1	1	100	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2127	15	40	0	origin	0	0	0	0	0	0.5	3	1	99	0	1	1	1	100	8	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1
2157	20	30	1	origin	0	7	0	0	0	1	3	2	99	0	1	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2370	300	60	0	eff_attack03	0	0	0	0	0	1	3	1	1.5	0	1	1	1	100	8	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1
2249	300	60	0	eff_rangeattack02	0	0	0	0	0	1	3	1	1.5	0	1	1	1	100	8	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1
2249	300	60	0	eff_rangeattack02	0	0	0	0	0	1	3	1	1.5	0	1	1	1	100	8	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1
3024	0	0	2	origin	0	0	0	0	0	2	1	0.5	5	0	1	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2612	10	0	0	eff_attack03	0	0	0	0	0	1	1	1	1.5	0	99	1	1	100	6	15	0	5.75	1	0	0	0	0	0	0	0	0	0	0	1
2280	10	0	0	eff_attack03	0	0	0	0	0	2	1	1	1.5	0	1	1	1	100	7	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1
2332	10	0	0	eff_attack03	0	0	0	0	0	2	1	1	1.5	0	1	1	1	100	6	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1
2560	300	60	1	origin	0	0	0	0	0	1	1	1	7	0	1	1	1	100	8	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1
2150	0	0	1	origin	0	0	0	0	0	2	1	0.5	5	0	1	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2245	15	0	2	origin	0	0	0	0	0	1	1	0.5	8	0	7	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2614	60	30	1	eff_center01	0	7	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2615	10	30	4	origin	0	0	0	0	0	1	1	0.5	2	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2616	60	30	5	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3075	60	30	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2687	60	60	0	eff_rangeattack02	0	0	0	0	0	1	0	0	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3067	0	0	1	origin	0	0	0	0	0	1	0	0	99	0	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2209	0	20	1	origin	0	0	0	0	0	1	1	0.5	5	0	1	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2223	30	30	0	eff_front01	0	0	0	0	0	1	1	0.5	2	2	99	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4034	10	0	0	origin	0	0	0	0	0	2	1	1	1.5	0	1	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2527	0	30	0	eff_front01	0	0	0	0	0	1	1	0.5	3	2	2	1	1	100	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2528	45	10	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2721	90	60	0	origin	0	0	0	2	0	1	1	0.5	3	0	12	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2058	30	45	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	19	1	1	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
2225	150	30	0	eff_overhead01	0	0	0	0	0	1	1	2	99	0	1	1	1	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.75
4030	150	30	0	eff_overhead01	0	0	0	0	0	1	1	2	99	0	1	1	1	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
1007	10	20	0	eff_front01	0	0	0	0	0	2	1	0.5	3	2	99	1	1	100	7	0	0	0	1	502	55	1879	1860	0	0	0	0	0	0	1.4
1008	10	20	0	eff_front01	0	0	0	0	0	2	1	0.5	3	2	99	1	1	100	7	0	0	0	1	485	9	1880	1861	0	0	0	0	0	0	1.4
1009	10	20	0	eff_front01	0	0	0	0	0	2	1	0.5	3	2	99	1	1	100	7	0	0	0	1	488	56	1881	1862	0	0	0	0	0	0	1.4
1014	25	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	23	0	0	1	640	10	0	0	0	0	0	0	0	0	1
1016	12	10	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	6	0	0	0	1	561	59	0	0	0	0	0	0	0	0	1.5
1017	10	20	0	eff_front01	0	0	0	0	0	1	1	0.5	3	2	99	1	1	100	6	0	0	0	1	499	60	2110	2107	0	0	0	0	0	0	1.4
1018	25	20	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	14	1	1	100	7	0	0	0	1	470	61	0	0	0	0	0	0	0	0	1.4
1019	40	20	7	origin	0	0	0	0	0	1	1	0.5	8	2	7	1	1	100	12	0	0	0	1	584	62	0	0	0	0	0	0	0	0	1.2
1022	10	20	0	eff_front01	0	0	0	0	0	2	1	0.5	3	2	99	1	1	100	6	0	0	0	1	512	63	1882	1863	0	0	0	0	0	0	1.4
1029	15	20	0	eff_front01	0	0	0	0	0	1	1	0.5	2.5	2	99	1	1	100	7	0	0	0	1	530	324	2076	2049	0	0	0	0	0	0	1.3
1033	1	20	0	eff_front01	0	0	0	0	0	1	1	0.5	1.5	2	99	1	1	100	4	0	0	0	1	476	65	2077	2050	0	0	0	0	0	0	1.2
1034	15	20	0	origin	0	0	2.5	0	0	2	1	0	3	2	99	1	1	100	8	0	0	0	1	531	325	0	0	0	0	0	0	0	0	1.3
1036	15	28	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	8	0	0	0	1	405	67	2131	2116	0	0	0	0	0	0	1.1
1038	15	24	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	10	0	0	0	1	404	68	2132	2117	0	0	0	0	0	0	1.1
1039	30	20	0	eff_front01	0	0	4.2	0	0	1	1	0.5	4	2	3	1	1	100	7	15	0	0	1	549	69	0	0	0	0	0	0	0	0	1.5
1040	10	20	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	15	1	1	100	6	0	0	0	1	437	70	0	0	0	0	0	0	0	0	1.5
1042	20	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	15	6	6	100	6	0	0	0	1	447	71	0	0	0	0	0	0	0	0	1.5
1043	30	20	0	eff_front01	0	0	0	0	0	1	1	0.5	4.5	2	3.5	1	1	100	6	15	0	0	1	551	72	0	0	0	0	0	0	0	0	1.3
1044	10	20	0	eff_front01	0	0	0	0	0	2	1	0.5	2.5	2	99	1	1	100	6	0	0	0	1	479	73	1883	1864	0	0	0	0	0	0	1.3
1045	30	20	0	eff_front01	0	0	0	0	0	1	1	0.5	2.5	2	1.5	1	1	100	6	15	0	0	1	538	74	0	0	0	0	0	0	0	0	1.4
1046	30	20	0	eff_front01	0	0	0	0	0	1	1	0.5	5	2	4	1	1	100	6	0	0	0	1	552	75	0	0	0	0	0	0	0	0	1.4
1048	10	30	0	eff_rangeattack02	0	0	0	0	0	1	1	0.5	3	2	2	1	1	100	6	0	0	0	1	550	77	0	0	0	0	0	0	0	0	1.2
1052	20	15	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	15	1	1	100	6	0	0	0	1	443	11	0	0	0	0	0	0	0	0	1.8
1053	20	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	6	1	1	100	8	0	0	0	1	455	53	0	0	0	0	0	0	0	0	1.4
1054	20	20	4	origin	0	0	0	0	0	1	0	0	99	0	99	1	1	100	10	15	0	0	1	617	392	0	0	0	0	0	0	0	0	1.3
1055	20	15	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	15	1	1	100	6	0	0	0	1	446	78	0	0	0	0	0	0	0	0	1.8
1056	50	50	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	25	1	1	100	12	0	0	0	1	424	79	0	0	0	0	0	0	0	0	1.3
3015	50	50	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	25	1	1	100	12	0	0	0	1	1962	1961	0	0	0	0	0	0	0	0	1.3
1057	20	48	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	8	0	0	0	1	415	80	0	0	0	0	0	0	0	0	1.2
1058	30	45	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	25	1	1	100	8	0	0	0	1	419	81	0	0	0	0	0	0	0	0	1.5
1059	35	30	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	12	0	0	0	1	566	82	0	0	0	0	0	0	0	0	1.3
1060	30	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	25	1	1	100	6	0	0	0	1	417	83	0	0	0	0	0	0	0	0	1.5
1061	15	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	5	1	1	100	6	11	0	0	1	459	84	0	0	0	0	0	0	0	0	1.4
1063	35	60	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	25	1	1	100	20	0	0	0	1	420	85	0	0	0	0	0	0	0	0	1.3
1064	10	20	0	eff_front01	0	0	0	0	0	2	1	0.5	2	2	99	1	1	100	6	0	0	0	1	498	86	2078	2051	0	0	0	0	0	0	1.2
1071	10	25	0	eff_front01	0	0	0	0	0	1	1	0.5	3	2	99	1	1	100	7	0	0	0	1	508	89	0	0	0	0	0	0	0	0	1.3
1073	20	10	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	15	1	1	100	12	0	0	0	1	463	91	0	0	0	0	0	0	0	0	1.5
1074	20	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	15	0	0	1	624	394	0	0	0	0	0	0	0	0	1
1075	15	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	5	1	1	100	6	0	0	0	1	451	12	0	0	0	0	0	0	0	0	1.4
1076	15	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	25	1	1	100	12	0	0	0	1	418	13	0	0	0	0	0	0	0	0	1.3
1077	15	40	0	eff_rangeattack02	0	0	0	0	0	1	1	0.5	3	2	2	1	1	100	10	0	0	0	1	469	92	0	0	0	0	0	0	0	0	1.3
1078	15	40	0	eff_rangeattack02	0	0	0	0	0	1	1	0.5	3	2	2	1	1	100	10	0	0	0	1	466	14	0	0	0	0	0	0	0	0	1.3
1079	15	40	0	eff_rangeattack02	0	0	0	0	0	1	1	0.5	3	2	2	1	1	100	10	0	0	0	1	467	93	0	0	0	0	0	0	0	0	1.3
1081	20	20	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	9	1	1	100	9	18	0	0	1	416	94	0	0	0	0	0	0	0	0	1.4
1083	10	30	5	origin	0	0	0	0	0	1	3	0.5	99	0	99	1	1	100	7	0	0	0	1	602	95	0	0	0	0	0	0	0	0	1.7
1084	25	15	1	eff_center01	0	0	0	0	0	1	3	1	99	0	99	1	1	100	6	0	0	0	1	558	96	0	0	0	0	0	0	0	0	1.5
1085	25	20	1	eff_center01	0	0	0	0	0	1	3	1	99	0	99	1	1	100	8	0	0	0	1	572	97	0	0	0	0	0	0	0	0	1.2
1086	15	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	5	1	1	100	10	0	0	0	1	468	98	0	0	0	0	0	0	0	0	1.4
1087	30	10	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	10	0	0	0	1	556	99	0	0	0	0	0	0	0	0	1.8
1088	20	30	1	eff_center01	0	5	0	1	0	1	3	1	99	0	99	1	1	100	6	0	0	0	1	554	100	0	0	0	0	0	0	0	0	1.4
1089	18	33	4	origin	0	0	0	0	0	1	1	0.5	2.5	2	99	1	1	100	10	0	0	0	1	505	101	0	0	0	0	0	0	0	0	1.2
1091	40	20	6	origin	0	0	0	0	0	1	1	0.5	8	2	7	1	1	100	12	0	0	0	1	578	103	0	0	0	0	0	0	0	0	1.1
1092	20	20	5	origin	0	0	0	0	0	1	1	0.5	6	2	3	1	1	100	10	0	0	0	1	567	104	0	0	0	0	0	0	0	0	1.5
1093	20	30	1	eff_center01	0	0	0	0	0	1	3	1	99	0	99	1	1	100	6	0	0	0	1	565	105	0	0	0	0	0	0	0	0	1.5
1094	20	30	1	eff_center01	0	0	0	0	0	1	3	1	99	0	99	1	1	100	8	18	0	0	1	564	15	0	0	0	0	0	0	0	0	1.3
1095	20	30	1	eff_center01	0	0	0	0	0	1	1	0.5	6	2	3	1	1	100	10	0	0	0	1	576	106	0	0	0	0	0	0	0	0	1.5
1097	30	10	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	18	0	0	1	1824	1823	0	0	0	0	0	0	0	0	1
1098	0	20	2	origin	0	0	0	0	0	2	1	0.5	6.5	2	5.5	1	1	100	3	0	0	0	1	592	16	0	0	0	0	0	0	0	0	1.2
1100	10	0	0	origin	0	0	0	0	0	1	0	0	99	0	99	1	1	100	7	0	0	0	1	649	107	0	0	0	0	0	0	0	0	1
1103	1	20	0	eff_front01	0	0	0	0	0	1	1	0.5	4.5	2	3.5	1	1	100	10	33	0	0	1	537	108	0	0	0	0	0	0	0	0	1.2
1104	40	10	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	0	0	0	1	636	109	0	0	0	0	0	0	0	0	1
1105	25	30	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	0	0	0	1	638	110	0	0	0	0	0	0	0	0	1
1106	30	10	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	6	18	0	0	1	637	111	0	0	0	0	0	0	0	0	1
1108	1	20	4	origin	0	0	0	0	0	1	0	0	99	0	99	1	1	100	10	0	0	0	1	609	364	0	0	0	0	0	0	0	0	1.5
1109	20	40	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	13	1	1	100	6	0	0	0	1	465	112	0	0	0	0	0	0	0	0	1.4
1113	30	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	35	0	0	1	629	114	0	0	0	0	0	0	0	0	1
1114	20	20	4	origin	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	15	0	0	1	604	115	0	0	0	0	0	0	0	0	1.2
1115	30	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	35	0	0	1	631	116	0	0	0	0	0	0	0	0	1
1116	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	10	33	0	0	1	623	117	0	0	0	0	0	0	0	0	1
1118	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	4	0	0	0	1	654	118	0	0	0	0	0	0	0	0	1
1120	60	30	0	eff_center01	0	0	0	0	0	1	1	0.5	2.5	2	1	1	1	100	15	0	0	0	1	613	119	0	0	0	0	0	0	0	0	1.2
1122	10	20	0	eff_front01	0	0	0	0	0	1	1	0.5	2.5	2	99	1	1	100	6	0	0	0	1	482	120	2080	2053	0	0	0	0	0	0	1.2
1126	35	30	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	9	1	1	85	10	0	0	0	1	442	54	0	0	0	0	0	0	0	0	1.4
1127	15	28	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	8	0	0	0	1	408	122	2134	2119	0	0	0	0	0	0	1.1
1129	10	15	0	eff_rangeattack02	0	0	0	0	0	1	3	1	99	0	19	1	1	100	5	0	0	0	1	439	123	0	0	0	0	0	0	0	0	1.2
1133	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	9	33	0	0	1	628	124	0	0	0	0	0	0	0	0	1
1137	10	20	0	eff_front01	0	0	0	0	0	1	1	0.5	3.5	2	2.5	1	1	100	8	0	0	0	1	546	353	0	0	0	0	0	0	0	0	1.2
1141	10	0	0	eff_front01	0	0	0.3	0	0	1	1	0.5	3	2	99	1	1	100	9	0	0	0	1	533	351	1884	1865	0	0	0	0	0	0	1.3
1150	10	30	0	eff_rangeattack02	0	0	0	0	0	2	0	0	99	0	99	1	1	100	4	0	0	0	1	642	128	0	0	0	0	0	0	0	0	1
1151	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	9	33	0	0	1	648	373	0	0	0	0	0	0	0	0	1
1153	50	30	0	eff_center01	0	0	0	0	0	0.5	1	0.5	2.5	2	1	1	1	100	15	0	0	0	1	614	129	0	0	0	0	0	0	0	0	1.4
1157	20	30	1	eff_center01	0	7	0	0	0	1	3	1	99	0	99	1	1	100	7	0	0	0	1	555	131	0	0	0	0	0	0	0	0	1.2
3004	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	389	0	0	0	0	0	0	0	0	1.2
1162	20	20	0	eff_front01	0	0	0	0	0	1	1	0.5	2.5	2	99	1	1	100	9	0	0	0	1	529	349	1885	1866	0	0	0	0	0	0	1.3
1163	10	20	0	eff_front01	0	0	0	0	0	1	1	0.5	3	2	99	1	1	100	7	0	0	0	1	493	132	2081	2054	0	0	0	0	0	0	1.2
1164	1	30	4	eff_frontunder01	0	0	3.5	0	0	1	0	0	99	0	99	1	1	100	10	0	0	0	1	610	366	0	0	0	0	0	0	0	0	1
1172	15	24	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	6	0	0	0	1	414	335	2135	2120	0	0	0	0	0	0	1.1
1174	1	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	18	0	0	1	540	133	0	0	0	0	0	0	0	0	1
1998	30	20	1	eff_center01	0	0	0	0	0	1	1	0.5	8	2	7	1	1	100	15	0	0	0	1	1851	1847	0	0	0	0	0	0	0	0	1
1182	0	45	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	0	0	0	1	643	17	0	0	0	0	0	0	0	0	1
1183	0	20	2	origin	0	0	0	0	0	2	1	0.5	6.5	2	5.5	1	1	100	3	0	0	0	1	587	134	0	0	0	0	0	0	0	0	1
1188	15	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	25	1	1	100	7	0	0	0	1	438	136	0	0	0	0	0	0	0	0	1.4
1191	1	20	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	99	1	1	100	7	0	0	0	1	605	138	1753	1750	2216	2215	0	0	0	0	1.3
1192	50	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0	99	0	14	1	1	100	15	0	0	0	1	448	139	0	0	0	0	0	0	0	0	1.4
1195	30	20	0	origin	0	0	2	0	0	1	1	0.5	3	2	1	1	1	100	20	0	0	0	1	539	141	0	0	0	0	0	0	0	0	1.5
1196	20	15	1	origin	0	0	0	0	0	1	3	1	99	0	99	1	1	100	7	11	0	0	1	570	357	0	0	0	0	0	0	0	0	1.5
1197	0	18	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	10	0	0	0	2	625	371	0	0	0	0	0	0	0	0	1
1200	30	0	0	eff_front01	0	0	0	0	0	2	1	0.5	3	2	99	1	1	100	15	0	0	0	1	474	142	1718	1685	0	0	0	0	0	0	1.4
1202	10	25	0	eff_front01	0	0	0	0	0	1	1	0.5	3.5	2	99	1	1	100	9	0	0	0	1	507	144	0	0	0	0	0	0	0	0	1.3
1203	0	15	0	eff_center01	0	0	0	0	0	2	0	0	99	0	99	1	1	100	9	0	0	0	1	652	375	0	0	0	0	0	0	0	0	1
1204	1	20	1	eff_center01	0	0	0	0	0	1	1	0.5	4	2	3	1	1	100	10	33	0	0	1	545	145	0	0	0	0	0	0	0	0	1.2
1205	15	24	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	6	0	0	0	1	410	332	2136	2121	0	0	0	0	0	0	1.2
1209	15	28	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	6	0	0	0	1	412	334	2137	2122	412	2137	0	0	0	0	1.2
1211	10	20	0	eff_front01	0	0	0	0	0	1	1	0.5	3	2	99	1	1	100	7	18	0	0	1	496	148	2083	2056	0	0	0	0	0	0	1.4
1219	10	20	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	12	0	0	0	1	639	152	0	0	0	0	0	0	0	0	1
1223	35	15	0	eff_front01	0	0	0	0	0	1	1	0.5	3	2	99	1	1	100	12	0	0	0	1	491	153	2084	2057	0	0	0	0	0	0	1.2
1224	17	28	0	origin	0	0	0	0	0	1	1	0	6	2	5	1	1	100	10	0	0	0	1	409	154	2138	2123	0	0	0	0	0	0	1.2
1225	20	30	0	eff_rangeattack02	0	0	0	0	0	1	3	0.5	99	0	6	1	1	100	6	0	0	0	1	453	155	0	0	0	0	0	0	0	0	1.4
1231	15	20	0	eff_front01	0	0	0.7	0	0	1	1	0.5	1.5	2	99	1	1	100	10	18	0	0	1	494	158	2111	2108	0	0	0	0	0	0	1.3
1232	10	20	0	eff_front01	0	0	0	0	0	1	1	0.5	3	2	99	1	1	100	6	11	0	0	1	497	159	2085	2058	0	0	0	0	0	0	1.3
1234	15	30	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	0	0	0	1	651	374	0	0	0	0	0	0	0	0	1
1235	15	30	0	eff_center01	0	0	0	0	0	1	0	0	99	0	99	1	1	100	15	0	0	0	1	626	372	0	0	0	0	0	0	0	0	1
